	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30
ASV1182	0	0	0	0	0	0	0	6	0	0	0	12	0	0	0	6	0	0	0	0	10	0	0	0	15	33	0	0	0	0
ASV1183	0	0	0	0	0	0	0	6	1	0	0	0	4	0	18	0	0	0	0	0	3	28	0	0	0	0	17	0	5	0
ASV1184	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	24	0	0	0	0	0	0	13	0	27	0	0	0	0
ASV1185	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	11	0	0	0	0	23	19	0	0	0	0	15	0	0	0
ASV1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	36	0	0	7
ASV1187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	24	0	0	38	0	0	0	0	0
ASV1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0
ASV1189	5	0	5	0	12	16	8	1	5	0	6	7	0	0	0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1190	0	0	3	0	0	0	0	0	0	0	9	0	0	0	0	4	21	0	0	0	20	4	0	0	0	20	0	0	0	0
ASV1191	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0
ASV1192	0	0	0	0	0	18	16	0	0	0	0	0	5	0	0	0	0	0	0	0	13	0	0	0	0	0	0	22	7	0
ASV1193	0	0	0	0	0	0	4	0	0	0	0	0	14	0	0	0	0	0	0	0	10	33	0	0	0	7	13	0	0	0
ASV1194	0	0	0	0	0	0	0	10	10	0	0	7	0	0	0	0	8	0	0	0	6	29	0	0	0	0	11	0	0	0
ASV1195	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV1196	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	20	13	0	0	0	0	13	0	0	0
ASV1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	72	0	0	0	0
ASV1198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	3	31	0	0	0	10	32	0
ASV1199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0
ASV1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	40	0
ASV1201	15	11	0	0	20	14	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1202	1	0	4	0	0	0	0	0	6	22	11	0	0	0	0	0	0	0	3	0	23	8	0	0	0	2	0	0	0	0
ASV1203	0	6	0	0	0	11	0	0	0	0	0	27	0	0	8	0	21	0	7	0	0	0	0	0	0	0	0	0	0	0
ASV1204	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	9	15	0	0	10	0	0	0	0	0
ASV1205	0	0	4	0	0	0	0	0	6	0	0	0	22	0	0	0	0	0	0	0	20	0	0	17	0	0	11	0	0	0
ASV1206	0	0	0	3	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	17	0	0	10	40	0	0	0	0
ASV1207	0	0	0	0	0	26	0	0	0	0	15	0	0	0	2	12	0	0	0	0	0	0	6	0	0	0	19	0	0	0
ASV1208	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	12	16	0	0	10	0	4	0	0	0
ASV1209	0	0	0	0	0	0	0	54	0	0	0	0	16	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0
ASV1210	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	48	0	0	0	11	0	0	0	0	11	0	0	0	0
ASV1211	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	9	0	0	0	0	44	0	0	0	0	0	0
ASV1212	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	11	23	0	0	0	0	0
ASV1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0
ASV1215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0
ASV1216	11	7	0	0	45	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1217	2	9	0	5	8	13	15	0	1	0	5	8	0	0	0	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1218	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	23	0	0	0	20	0	0	0	0
ASV1219	0	0	8	0	0	0	0	0	0	0	5	0	8	4	0	0	0	29	3	0	12	0	0	0	0	0	10	0	0	0
ASV1220	0	0	0	1	0	0	0	0	4	0	0	7	0	0	0	0	0	7	8	0	0	10	6	0	0	0	0	0	36	0
ASV1221	0	0	0	0	21	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0
ASV1222	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	4	0	0	14	0	0	25	0	0	0	0	0	23	0	0
ASV1223	0	0	0	0	0	0	0	18	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1224	0	0	0	0	0	0	0	0	0	0	16	26	0	0	17	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1225	0	0	0	0	0	0	0	0	0	0	4	0	9	0	0	0	36	0	0	0	0	0	8	0	22	0	0	0	0	0
ASV1226	0	0	0	0	0	0	0	0	0	0	0	13	0	2	3	0	0	2	0	36	0	0	0	0	0	23	0	0	0	0
ASV1227	0	0	0	0	0	0	0	0	0	0	0	13	0	0	8	0	0	0	0	0	10	7	0	18	23	0	0	0	0	0
ASV1228	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	49	11	12	0	0	0
ASV1230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0
ASV1231	7	30	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
ASV1232	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	15	0	0	0	0	0	0	0	0	0
ASV1233	0	0	17	6	1	0	0	0	8	0	0	0	0	6	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0
ASV1234	0	0	9	4	0	0	0	4	0	0	0	10	0	0	0	14	25	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV1235	0	0	0	1	0	0	0	17	3	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	6	0	0	22	0	0
ASV1236	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	6	50	0	0	0	0	0	0	0	0	8	0	0	0	0
ASV1237	0	0	0	0	0	0	0	0	0	0	0	18	0	0	8	20	0	0	0	0	0	32	0	0	0	0	0	0	0	0
ASV1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	30	0	0	0	0	35	0	0	0
ASV1239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	49	0	4	2	11	0	0	4	0	4	0	0	0	0
ASV1240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0
ASV1241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0
ASV1242	0	14	0	0	6	0	0	0	0	0	3	7	0	0	2	0	31	0	0	14	0	0	0	0	0	0	0	0	0	0
ASV1243	0	0	0	10	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0
ASV1244	0	0	0	0	0	0	0	4	0	0	0	0	24	0	0	0	0	9	0	0	8	23	0	0	9	0	0	0	0	0
ASV1245	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0	0	0	27	8	0	0	0	0	23	0	0	0
ASV1246	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	50	0	0	0	24	0	0	0	0
ASV1247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	10	0	0	19	9	11	0	0	0
ASV1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0
ASV1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77
ASV1250	6	11	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
ASV1251	5	0	0	3	5	0	19	6	0	0	0	0	5	0	0	0	0	0	0	0	15	0	0	0	0	8	10	0	0	0
ASV1252	3	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	18	16	28	0	0	0
ASV1253	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	28	0	0	14	0	7	11	0	9	0
ASV1254	0	4	0	0	0	0	0	0	0	0	0	0	0	0	7	25	0	0	0	24	0	16	0	0	0	0	0	0	0	0
ASV1255	0	0	6	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	9	0	18	0	0
ASV1256	0	0	2	0	0	0	0	8	5	0	0	0	0	0	0	0	16	8	3	0	0	8	9	0	6	0	6	0	5	0
ASV1257	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	29	30	1	0	2	0	0	0	0	0
ASV1258	0	0	0	3	0	0	0	18	0	0	0	0	28	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	9	0
ASV1259	0	0	0	0	0	0	0	8	0	0	0	0	5	0	0	10	53	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1260	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	30	0	0	0	21	0	0	0	0	0	0	0	0	0
ASV1261	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	22	0	0	0	0	0	0	7	24	0	3	0	0
ASV1262	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	14	0	0	13	0	0	0	0	0	0	27	12	0
ASV1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	20	0	0	0	0	0	25	17	0	0	0	0
ASV1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9	0	0	0	33	8	17	0	0
ASV1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0
ASV1266	5	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	23	0	0	0	0	0	0	0	26	0	8	0	0	0
ASV1267	0	0	0	3	0	0	10	3	0	0	25	0	0	0	0	0	0	0	1	0	27	0	0	0	6	0	0	0	0	0
ASV1268	0	0	0	0	11	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	25	5	0	0	14	0	0
ASV1269	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	23	37	0	0	0	0	13	0	0	0
ASV1270	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	4	0	0
ASV1271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0
ASV1272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	12	0	0	32	8	6	0	0	0
ASV1273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	21	0	0	0	0	40
ASV1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	39	12	18	0	0	0
ASV1275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0
ASV1276	9	0	0	0	15	14	34	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1277	0	16	0	0	0	0	0	0	0	0	13	0	0	0	0	0	33	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV1278	0	0	0	0	0	0	1	26	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	8	10	21	3	0	0
ASV1279	0	0	0	0	0	0	0	0	3	0	0	0	14	0	0	0	0	10	0	0	25	0	8	0	14	0	0	0	0	0
ASV1280	0	0	0	0	0	0	0	0	0	0	16	26	5	0	6	0	11	0	0	0	0	0	0	0	10	0	0	0	0	0
ASV1281	0	0	0	0	0	0	0	0	0	0	13	0	2	15	0	0	0	5	0	0	0	0	0	2	15	17	5	0	0	0
ASV1282	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8	44	0	0	0	0	8	0	0	0	11	0	0	0	0
ASV1283	0	0	0	0	0	0	0	0	0	0	0	12	0	0	4	14	0	0	0	0	0	29	0	0	0	15	0	0	0	0
ASV1284	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	4	0	0	17	0	0	0	0	20	0	0	19	0
ASV1285	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	4	0	0	24	14	0	5	0	0	9	0	0	0
ASV1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0
ASV1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	28	24	4	0	0	0
ASV1288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0
ASV1289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0
ASV1290	9	0	0	0	0	20	0	0	0	0	0	8	0	0	0	15	0	0	0	0	0	11	10	0	0	0	0	0	0	0
ASV1291	0	21	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	3	0	15	0	0	0	0	0	0	0	0	0
ASV1292	0	0	13	0	0	0	0	0	4	0	0	10	21	5	0	0	0	0	0	0	0	0	0	1	0	0	11	0	8	0
ASV1293	0	0	4	0	2	0	0	0	0	0	5	4	0	0	2	4	0	0	0	0	0	0	0	0	0	22	1	0	0	29
ASV1294	0	0	0	0	0	11	14	0	0	0	0	20	0	0	0	11	0	0	0	0	0	4	0	0	0	0	5	0	8	0
ASV1295	0	0	0	0	0	0	0	17	5	0	5	0	0	0	0	0	0	4	0	0	18	0	0	0	5	7	0	0	12	0
ASV1296	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	10	40	0	0	0	17	0	0	0	0	0	0	0	0	0
ASV1297	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	13	19	0	0	0	0	17	0	0	0	0	0	0
ASV1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0
ASV1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0
ASV1300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0
ASV1301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0
ASV1302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	29	0	0	0
ASV1303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0
ASV1304	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	6	14	0	0	26	0	0	0	0	0
ASV1305	0	3	0	0	14	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	10	0	0	15	18	0	0	0	0
ASV1306	0	0	8	12	0	0	0	0	10	0	0	0	0	0	0	29	0	0	13	0	0	0	0	0	0	0	0	0	0	0
ASV1307	0	0	3	0	0	0	0	27	36	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ASV1308	0	0	0	0	1	0	0	0	0	0	0	0	6	0	1	1	0	21	15	0	0	1	0	10	0	0	0	4	12	0
ASV1309	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	31	0	0	0	0	0	0	0	36	0	0	0	0	0
ASV1310	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	18	13	0	0	0	19	17	0	0	0	0
ASV1311	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	7	30	0	0	6	0	19	0	0	0	0	0	0	0	0
ASV1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	8	0	11	0
ASV1315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	27	28	0	0	0	0
ASV1316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0
ASV1317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0
ASV1318	13	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	11	0	0	0	0	0	0	0	0
ASV1319	10	12	1	0	25	8	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1320	5	5	0	0	0	0	0	0	0	0	6	2	7	0	0	0	0	5	0	0	7	17	0	0	0	6	11	0	0	0
ASV1321	0	11	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	11	6	10	0	0	0
ASV1322	0	6	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0
ASV1323	0	0	9	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	20	11	0	0	0	9	12	0	0	0
ASV1324	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	0	4	0	0	20	13	0	0	0	17	0	0	0	0
ASV1325	0	0	0	0	4	0	0	4	0	0	0	0	5	0	0	0	0	0	32	0	0	0	0	0	0	26	0	0	0	0
ASV1326	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1327	0	0	0	0	0	0	0	0	0	0	14	9	0	0	3	26	0	0	0	0	0	4	0	0	13	2	0	0	0	0
ASV1328	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	44	0	0	0	0	0	0	0	0	18	0	0	0	0
ASV1329	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	1	0	0	39	0	0	21	0	0	0	0	0	0
ASV1330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	25	0	0	0	0	0	0	0	0	0	0	0
ASV1331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0
ASV1332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0
ASV1333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0
ASV1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0
ASV1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0
ASV1336	6	0	7	1	8	13	9	0	0	0	9	8	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1337	0	5	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0
ASV1338	0	4	0	0	19	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV1339	0	0	19	3	0	0	0	43	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1340	0	0	3	0	0	0	0	0	0	0	7	3	4	0	0	5	0	0	5	0	0	0	0	0	19	12	12	0	0	0
ASV1341	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	30	5	0	5	0	9	0	0	0	0
ASV1342	0	0	0	0	14	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	14	0	0	0	0	0	0	0
ASV1343	0	0	0	0	0	16	0	0	1	0	0	0	2	0	0	0	0	0	0	0	25	0	0	0	0	26	0	0	0	0
ASV1344	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	8	11	7	0	4	0
ASV1345	0	0	0	0	0	12	0	0	0	0	0	0	21	0	0	0	0	0	0	0	16	10	0	0	11	0	0	0	0	0
ASV1346	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	21	26	0	0	13	0
ASV1347	0	0	0	0	0	0	0	0	0	0	0	26	0	0	18	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0
ASV1349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0
ASV1350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0
ASV1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0
ASV1352	8	8	0	0	21	18	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1353	0	4	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2	0	0	29	0	5	8	0	11	0	0	0	0
ASV1354	0	0	31	7	0	0	0	16	11	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1355	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	12	7	24	0	0
ASV1356	0	0	3	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	10	0	12	0	0	0	0	28	0	0	0
ASV1357	0	0	0	0	0	24	0	0	0	0	0	0	0	0	5	0	0	0	8	0	0	0	0	0	0	0	0	22	10	0
ASV1358	0	0	0	0	0	0	19	0	3	0	0	0	5	0	0	0	0	0	2	0	0	8	0	0	0	12	13	0	7	0
ASV1359	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	19	19	0	0	0	0	20	0	0	0
ASV1360	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	12	21	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV1361	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	8	0	0	30	9	0	0	0	15	0	0	0	0
ASV1362	0	0	0	0	0	0	0	0	0	0	9	4	0	0	7	23	0	0	0	1	11	0	0	0	0	0	14	0	0	0
ASV1363	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1364	0	0	0	0	0	0	0	0	0	0	0	20	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1365	0	0	0	0	0	0	0	0	0	0	0	10	24	0	0	0	0	0	0	0	0	12	0	0	9	0	0	0	14	0
ASV1366	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0
ASV1367	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	19	0	0	6	0	0	0	9	19	2	6	0
ASV1368	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	16	0	0	0	0	0	47	0	0	0
ASV1369	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	23	4	15	0	0	0	0	0	0	0	10	0	15	0
ASV1370	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	5	25	0	0	0	0	0	0	0	0	0	0	0
ASV1371	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	4	17	0	0	0	0	0	0	5	23	0	9	0
ASV1372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	8	0	0	38	0	14	0	0	0
ASV1373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	16	0	0	0	0	34	0
ASV1374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0
ASV1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0
ASV1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	10	0	0	47	0
ASV1377	6	6	0	0	0	0	7	0	0	0	0	0	3	0	0	0	0	0	9	0	27	0	0	0	0	0	10	0	0	0
ASV1378	5	0	0	0	0	0	17	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	29	10	0	0	0
ASV1379	2	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	7	12	14	12	0	6	0
ASV1380	0	9	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	11	0	0	21	0	18	0	0	0
ASV1381	0	0	0	3	0	0	0	0	0	0	0	9	0	0	0	0	0	8	0	0	0	12	0	0	0	7	15	14	0	0
ASV1382	0	0	0	0	0	21	0	17	0	0	0	0	0	17	5	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
ASV1383	0	0	0	0	0	0	0	44	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	17	0	0	0	0
ASV1384	0	0	0	0	0	0	0	0	0	0	16	8	0	0	9	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1385	0	0	0	0	0	0	0	0	0	0	0	7	0	4	11	0	37	0	0	0	0	0	0	0	0	0	7	0	2	0
ASV1386	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	7	0	0	0	9	18	13	11	0	0
ASV1387	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	17	0	21	0	0	8	0	5	7	2	0	0
ASV1388	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	14	0	0	0	0	0	7	0	25	0	10	10	0
ASV1389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	53	0	0	0	0	0
ASV1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0
ASV1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	22	0	0	9	10	0	0	0	24
