	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30
ASV971	6	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	4	0	0	0	56	0	0	15	7	0	0	0	0
ASV972	6	0	0	0	0	0	0	0	6	0	0	0	0	5	0	0	0	0	7	0	0	23	0	9	10	19	16	0	0	0
ASV973	0	13	0	0	28	20	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV974	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	17	51	0	0	0	19	0	1	0	0
ASV975	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	13	39	0	0	0	29	4	0	5	0
ASV976	0	0	0	0	0	0	0	0	0	0	0	8	13	0	0	0	0	1	19	0	30	0	0	0	12	18	0	0	0	0
ASV977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	3	0	0	0	0	21	0
ASV978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	32	12	0	0	0
ASV979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	93	0	0	0	0
ASV980	11	14	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	45	0	0	5	0	0	23	0	0	0
ASV981	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV982	0	0	32	0	0	0	0	0	6	0	0	0	0	0	19	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV983	0	0	4	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	7	0	11	16	0	46	0	0	0	0	5	0
ASV984	0	0	0	0	0	0	0	8	0	0	7	21	0	0	9	5	0	0	0	10	9	29	0	0	2	0	0	0	0	0
ASV985	0	0	0	0	0	0	0	0	0	0	5	15	0	0	8	0	32	0	0	7	17	16	0	0	0	0	0	0	0	0
ASV986	0	0	0	0	0	0	0	0	0	0	0	15	7	0	0	0	0	0	3	0	27	21	0	7	0	0	20	0	0	0
ASV987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	60	30	0	0	0
ASV988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
ASV989	6	0	16	0	0	0	15	0	0	0	0	14	0	0	0	0	0	0	7	0	19	0	0	0	0	12	10	0	0	0
ASV990	0	8	0	0	0	13	13	0	0	0	0	11	0	0	0	0	0	0	0	0	11	0	0	0	0	32	11	0	0	0
ASV991	0	2	0	0	0	0	18	0	0	0	0	0	3	0	0	9	0	8	10	0	4	0	0	6	9	12	0	12	6	0
ASV992	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	6	0	53	0	0	0	0
ASV993	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	56	23	0	0	0
ASV994	0	0	0	0	4	0	0	0	0	0	0	10	0	1	0	11	0	0	5	0	0	2	0	0	20	25	0	0	21	0
ASV995	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	8	0	0	0	0	65	10	0	0	0	0	0	0	0	0
ASV996	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	49	33	0	0	0	0	11	0	0	0
ASV997	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0
ASV999	7	5	0	0	10	7	15	0	0	0	0	9	0	0	9	11	25	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1000	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	3	34	0	0	0	25	18	0	0	13	0	0	0	0	0
ASV1001	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0
ASV1002	0	0	0	0	20	0	0	0	3	0	0	8	8	0	13	0	0	0	0	0	17	0	0	6	0	23	0	0	0	0
ASV1003	0	0	0	0	0	0	10	0	4	0	0	12	0	0	0	0	37	0	13	0	0	0	0	22	0	0	0	0	0	0
ASV1004	0	0	0	0	0	0	0	23	0	0	0	0	66	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	4	0
ASV1005	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0
ASV1008	11	16	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	14	0	0	0	0	0	0	0	0
ASV1009	0	9	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	7	18	0	0	0	0	0	21	0	25	0	0	0
ASV1010	0	0	6	0	0	22	0	0	2	0	7	0	2	0	0	0	0	5	0	0	11	8	0	6	9	3	0	0	16	0
ASV1011	0	0	0	2	0	0	6	6	0	0	0	0	0	0	0	0	0	7	9	0	23	16	0	11	0	6	0	7	4	0
ASV1012	0	0	0	0	0	28	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	8	0	0	0	49	0	0	0	0
ASV1013	0	0	0	0	0	0	0	0	1	0	10	0	21	0	0	0	0	7	4	0	0	29	0	0	0	0	0	25	0	0
ASV1014	0	0	0	0	0	0	0	0	0	0	17	5	0	0	8	0	27	0	0	0	0	0	0	0	0	20	20	0	0	0
ASV1015	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	23	12	0	0	0	25	0	0	0	0	0
ASV1016	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0
ASV1017	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	31	25	0	0	0	0	14	0	20	1
ASV1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	35	0	0	0	9	21	0	13	0	0	12	0	0	0
ASV1019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	23	0	11	0	0	0	26	0	0
ASV1020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0
ASV1021	0	5	12	1	0	0	0	0	0	0	0	5	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	57	0	0
ASV1022	0	5	0	0	0	18	0	0	0	0	0	3	0	0	6	0	52	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV1023	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0
ASV1024	0	0	0	0	0	0	0	43	50	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV1025	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0
ASV1026	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	82	0	0	0	0
ASV1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	10	0	0	40	0	11	0	0	0
ASV1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	45	0	0	0	22	10	0
ASV1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0
ASV1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0
ASV1031	6	0	8	1	0	0	0	0	0	44	0	7	2	0	13	0	0	3	0	0	0	0	0	11	0	0	0	0	0	0
ASV1032	0	6	0	0	8	44	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1033	0	4	0	0	6	0	14	0	0	3	0	0	0	0	0	0	5	0	0	0	0	6	0	2	4	9	10	1	6	25
ASV1034	0	0	14	0	0	11	17	13	0	0	6	0	0	0	6	0	0	0	0	0	18	0	0	0	10	0	0	0	0	0
ASV1035	0	0	4	0	0	0	0	51	25	0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV1036	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	14	0	27	2	0	0	19	7	17	0	0	0
ASV1037	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1038	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1039	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	8	0	0	0	43	0	0	30	0	0	0	0	5	4
ASV1040	0	0	0	0	0	0	0	0	9	0	0	0	0	0	10	0	0	12	0	0	9	31	0	0	18	6	0	0	0	0
ASV1041	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	36	0	0	0	19	35	0
ASV1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	18	40	22	0	5	0	0
ASV1043	13	12	0	1	14	22	14	0	0	0	6	8	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1044	0	12	0	0	16	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	8	0	0	0
ASV1045	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1046	0	0	23	0	0	0	0	0	4	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15	14	0	0
ASV1047	0	0	7	0	0	0	20	17	5	0	0	9	7	5	0	0	0	16	0	0	5	0	0	0	0	0	3	0	0	0
ASV1048	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	6	0	6	31	0	0	18	12	10	0	0	0
ASV1049	0	0	0	0	0	22	0	0	0	0	0	22	0	0	0	0	0	0	0	0	18	0	0	0	0	8	21	0	3	0
ASV1050	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	11	0	6	0	0	0	11	0	0	23	0	0	0	32	0
ASV1051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	16	0	0	0	32	6	9	0	0	0
ASV1052	0	0	0	0	0	0	0	0	3	0	4	2	0	0	0	0	0	0	12	0	38	24	0	0	0	10	0	0	0	0
ASV1053	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	3	0	0	0	11	11	0	0	18	14	29	1	0	0
ASV1054	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	47	11	0	0	6	21	0	0	0	0
ASV1055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	49	0	0	0	0	0	0	0	0	21	19	0	0	0
ASV1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	21	0	0	0	3	0	0	0	0
ASV1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	24	26	0	0	0
ASV1058	4	7	0	4	19	8	21	0	0	0	0	7	0	0	0	7	15	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1059	0	0	8	5	0	0	0	0	0	0	0	0	0	0	4	0	0	13	21	0	0	12	0	29	0	0	0	0	0	0
ASV1060	0	0	0	0	0	0	0	4	0	0	0	0	10	0	0	0	0	3	0	0	11	37	0	0	14	13	0	0	0	0
ASV1061	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	20	0	0	0	0	0	0	0	0	23	27	19	0	0	0
ASV1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	58	0	0	0	0	0	0	0	22	0	0	0	0	0
ASV1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	18	50	0	0	0	0	0	0	0	2	0	19	0	0	0
ASV1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	39	17	0	0	0	0	0	0	0	0
ASV1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	85	0	0	0	0
ASV1066	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	29	6	32	0	0	0
ASV1067	11	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	19	0	0	44	0	0	8	0	0	0	0	5	0
ASV1068	0	0	1	0	0	0	0	1	1	0	0	2	0	0	0	0	0	27	25	0	0	0	0	10	0	0	2	9	13	0
ASV1069	0	0	0	6	0	0	0	0	0	0	0	8	6	9	0	0	0	0	0	0	0	18	0	0	11	8	21	4	0	0
ASV1070	0	0	0	0	0	5	0	0	0	0	0	20	0	0	21	0	0	0	0	0	0	9	0	0	36	0	0	0	0	0
ASV1071	0	0	0	0	0	0	0	0	0	0	26	0	0	0	8	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1072	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2	0	0	23	23	0	0	0	0	0	0	0	0	12	14	0
ASV1073	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	4	0	23	43	4	0	0	0	8	0	0	0
ASV1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	80	0	0	0	0	0	0	0	0	0
ASV1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	29	21	12	0	0	0
ASV1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	5	10	51	0	0	0
ASV1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	44	0	0	0	18	17	0
ASV1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0
ASV1079	0	0	0	5	0	0	0	7	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	7	0
ASV1080	0	0	0	0	23	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	11	0	0	29	14	0	0	0	0
ASV1081	0	0	0	0	0	0	16	0	2	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1082	0	0	0	0	0	0	0	0	2	0	0	13	27	10	0	0	0	3	22	0	13	0	0	0	0	0	0	0	0	0
ASV1083	0	0	0	0	0	0	0	0	0	0	0	23	0	0	26	2	39	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1084	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	33	0	2	0	0	0	0	0	0	18	36	0
ASV1085	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	30	20	0	0	0	0	36	0	0	0
ASV1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	21	0	0	35	0	0	0	0	0
ASV1087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0
ASV1088	8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	26	0	5	0	0	13	0	18	0	0	3	12	0	0
ASV1089	0	5	0	0	0	32	0	0	2	0	28	0	0	0	0	0	0	14	0	0	4	4	0	0	0	0	0	0	0	0
ASV1090	0	0	10	0	0	0	0	0	9	0	0	0	3	0	0	0	34	0	0	0	33	0	0	0	0	0	0	0	0	0
ASV1091	0	0	0	0	7	28	0	0	0	0	0	0	0	4	0	10	0	2	11	0	0	0	0	0	17	10	0	0	0	0
ASV1092	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	22	0	0	22	0	0	0	0	0	0	0	0	0	16	0
ASV1093	0	0	0	0	0	17	0	0	0	0	34	0	0	0	0	8	0	0	0	0	0	22	8	0	0	0	0	0	0	0
ASV1094	0	0	0	0	0	0	0	0	0	0	0	8	0	10	0	0	0	0	0	0	0	19	0	15	0	9	0	0	28	0
ASV1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	25	1	11	0	8	0	0	0	0	16	0	23	0	0
ASV1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	39	0	0	48	0	0	0	0	0	0	0
ASV1097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0
ASV1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
ASV1099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0
ASV1100	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1101	9	0	0	11	0	0	0	0	0	0	14	0	0	6	0	0	0	4	14	0	0	0	3	0	6	15	0	0	6	0
ASV1102	5	4	0	3	0	0	0	0	0	0	5	16	0	50	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV1103	0	0	3	0	25	14	0	0	0	0	11	0	4	0	0	0	0	0	0	0	5	6	0	0	0	0	20	0	0	0
ASV1104	0	0	0	19	0	0	0	0	0	0	33	0	0	0	0	0	0	0	11	0	0	10	0	3	0	0	12	0	0	0
ASV1105	0	0	0	7	0	13	0	21	5	0	22	4	0	0	0	0	0	9	2	0	0	0	0	0	0	5	0	0	0	0
ASV1106	0	0	0	0	16	50	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1107	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1108	0	0	0	0	0	0	0	5	0	0	0	0	0	47	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1109	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	6	0	0	11	0	0	7	12	0	10	0	0
ASV1110	0	0	0	0	0	0	0	0	0	0	33	0	0	0	11	9	0	0	0	12	0	8	0	0	15	0	0	0	0	0
ASV1111	0	0	0	0	0	0	0	0	0	0	5	10	0	0	8	0	0	0	0	0	15	0	0	0	27	0	23	0	0	0
ASV1112	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1113	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	10	27	0	0	0	0	35	0
ASV1115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	36	0	0	0	18	16	0
ASV1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	32	0	0	0	22	24	0
ASV1117	5	0	4	0	10	16	13	5	1	0	8	8	0	0	0	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1118	0	4	0	0	0	0	0	0	0	0	0	14	5	6	0	0	0	0	3	0	5	11	0	0	18	8	13	0	0	0
ASV1119	0	0	0	0	17	0	0	0	0	0	0	14	0	0	0	0	0	0	4	4	0	0	0	0	0	26	0	22	0	0
ASV1120	0	0	0	0	15	0	0	2	0	0	0	0	8	0	0	0	0	2	1	0	27	6	0	0	0	21	0	0	5	0
ASV1121	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1122	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	1	0	0	0	17	0	10	10	19	6	0	16	0
ASV1123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	33	0	0	0	20	22	0
ASV1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
ASV1125	3	0	0	0	0	0	0	0	0	0	15	10	6	0	5	0	0	0	0	0	18	12	0	5	0	0	12	0	0	0
ASV1126	2	0	0	0	0	0	0	11	0	0	8	0	5	0	0	0	0	0	0	0	0	10	19	0	31	0	0	0	0	0
ASV1127	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	10	0	6	0	0	7	0	9	0	0	0	30
ASV1128	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	22	8	12	0	0	11	0
ASV1129	0	0	0	0	0	0	16	0	0	0	0	0	0	0	3	0	0	0	0	0	27	24	0	0	16	0	0	0	0	0
ASV1130	0	0	0	0	0	0	0	16	3	0	0	19	0	0	0	0	0	0	0	0	9	0	0	0	27	0	0	0	12	0
ASV1131	0	0	0	0	0	0	0	0	0	0	61	0	0	0	19	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ASV1132	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	3	17	0	0	0	6	6	0	0	13	10	20	0	0	0
ASV1133	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	12	18	9	0	0	44	0	0	0	0	0	0	0	0
ASV1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0
ASV1135	13	5	0	0	11	12	24	0	0	0	3	5	0	0	3	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1136	0	9	21	0	37	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1137	0	0	29	0	0	0	0	13	11	0	0	0	0	9	0	14	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV1138	0	0	23	7	0	0	0	0	0	0	0	0	22	0	0	0	0	7	17	0	0	0	0	0	0	0	0	0	9	0
ASV1139	0	0	4	0	0	0	0	9	11	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	34	0	10	14	0	0
ASV1140	0	0	3	0	12	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	15	15	10	0	0	20	0	0	0	0
ASV1141	0	0	0	0	0	0	0	15	0	0	0	0	0	16	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0
ASV1142	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	2	0	0	0	37	0	0	0	37	0	0	0	0
ASV1143	0	0	0	0	0	0	0	0	4	0	0	4	13	16	3	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
ASV1144	0	0	0	0	0	0	0	0	0	0	11	0	0	0	26	21	0	0	0	0	0	15	0	0	0	0	12	0	0	0
ASV1145	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	32	0	0	0	0	16	27	0	0	0
ASV1146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	30	0	0	0	0	21	7	0	0	0
ASV1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	66	0	0	0	0
ASV1148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0
ASV1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	34	0	0	0	16	9	0	0	0
ASV1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	8	44	6	0	0	0
ASV1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0
ASV1152	17	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	10	0	0	16	0	8	24	0	0	0	0	0
ASV1153	7	5	0	0	26	29	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1154	0	0	0	0	0	4	0	0	0	0	0	9	0	0	0	0	0	0	0	0	24	6	0	0	10	11	20	0	0	0
ASV1155	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	3	7	0	5	0	0	0	12	13	13	1	23	0
ASV1156	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1157	0	0	0	0	0	0	0	0	0	0	12	0	0	5	0	0	0	1	0	0	28	0	0	12	0	0	21	5	0	0
ASV1158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	76	0	0	0	0	0
ASV1159	12	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	14	0	0	0	36	8	0	0	7	0	0	0	0	0
ASV1160	0	3	0	0	39	0	29	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1161	0	2	0	0	0	0	0	30	0	40	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	0	0
ASV1162	0	0	31	3	0	0	0	9	14	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	12	0
ASV1163	0	0	1	8	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	11	0	28	0	0
ASV1164	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	30	0	0	32	17	0
ASV1165	0	0	0	3	0	0	0	0	0	0	2	0	3	13	0	0	0	0	0	0	0	59	0	0	3	0	0	0	0	0
ASV1166	0	0	0	0	0	12	0	0	0	0	0	0	0	8	0	11	0	0	6	0	46	0	0	0	0	0	0	0	0	0
ASV1167	0	0	0	0	0	10	0	0	0	0	0	13	0	0	0	0	0	0	0	0	34	0	0	0	13	11	0	0	2	0
ASV1168	0	0	0	0	0	0	30	0	0	0	0	0	7	0	13	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0
ASV1169	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1170	0	0	0	0	0	0	0	0	0	0	0	7	0	0	11	0	29	0	0	0	29	5	0	0	0	2	0	0	0	0
ASV1171	0	0	0	0	0	0	0	0	0	0	0	0	5	27	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0
ASV1172	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	48	0	8	0	17	0	0	0	0
ASV1173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	17	23	0	4	0	0	29	0	0	0
ASV1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	13	0	0	0	0	0	0	0	30	25	7	0	0	0
ASV1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	0	3	9	7	49	0	0	0
ASV1177	16	10	0	0	0	0	0	0	0	0	4	9	0	0	0	8	0	0	0	0	0	30	0	0	0	0	5	0	0	0
ASV1178	5	0	7	0	0	40	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	12	14	0	0	0	0	0
ASV1179	0	0	0	5	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	7	0	0
ASV1180	0	0	0	0	35	0	17	0	0	0	0	0	0	0	0	0	0	0	4	0	16	0	0	0	0	10	0	0	0	0
ASV1181	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0
