	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30
ASV204	0	0	235	366	0	0	0	292	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV205	46	0	0	0	0	0	0	0	0	0	0	0	21	511	233	0	0	107	38	0	5	15	71	24	0	0	0	184	0	0
ASV206	135	162	6	20	214	207	227	6	13	0	31	43	0	0	44	75	61	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV207	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616	0	0	57	313	87	0	0	0
ASV208	0	0	68	0	0	97	0	0	36	0	0	0	0	7	174	85	65	0	31	0	0	316	43	9	0	0	66	159	83	0
ASV209	0	0	20	50	0	0	0	151	66	0	0	0	51	25	0	0	0	752	38	0	0	57	0	0	0	0	0	0	26	0
ASV210	0	0	0	0	327	0	0	0	0	539	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	282	32	0	0	0
ASV211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	126	0	57	587	314	0	0	0	0
ASV212	0	0	0	0	0	0	0	0	0	0	0	692	0	0	0	105	0	0	0	0	0	0	0	0	0	419	0	0	0	0
ASV213	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	6	0	19	0	0	0	1162	0	0	0	0	0
ASV214	0	0	0	0	0	0	0	0	0	0	0	0	41	60	0	0	0	27	1041	0	18	0	0	0	0	0	0	0	0	0
ASV215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	156	0	0	184	358	351	0	0	0
ASV216	0	0	247	114	0	0	0	154	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	7	0	239	0	0	0	0
ASV217	0	0	0	0	0	0	0	0	35	0	15	370	60	80	0	112	0	16	12	149	35	10	0	5	0	52	227	0	0	0
ASV218	0	58	70	32	308	0	9	12	1	295	0	36	3	6	9	26	97	5	0	16	0	0	24	0	3	61	0	57	33	0
ASV219	0	0	0	0	0	0	0	0	0	0	0	0	0	1079	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV220	0	0	0	0	0	0	0	0	0	0	13	15	634	197	0	52	11	74	159	0	0	0	0	0	0	0	0	0	0	0
ASV221	0	0	0	0	0	0	0	0	0	0	0	187	40	22	261	0	0	39	14	312	94	25	0	10	0	0	0	0	150	0
ASV222	0	0	0	0	0	0	0	0	0	0	0	0	9	32	0	49	56	0	0	0	32	0	917	0	0	0	57	0	0	0
ASV223	0	0	0	0	0	0	0	0	0	0	0	546	0	0	0	107	129	0	0	0	115	0	0	0	251	0	0	0	0	0
ASV224	607	0	40	0	0	0	0	0	0	0	107	0	0	0	133	0	63	0	49	0	0	48	0	0	0	0	95	0	0	0
ASV225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	741	0	0	0	0	169	230	0	0
ASV226	189	219	0	0	69	119	122	0	0	0	22	65	0	3	133	140	48	0	8	0	0	0	0	0	0	0	0	0	0	0
ASV227	0	0	0	0	0	0	0	0	0	0	0	172	0	23	0	799	0	8	0	0	0	0	16	0	39	0	76	0	0	0
ASV228	0	0	0	17	0	0	0	0	0	0	0	0	6	360	0	0	0	673	74	0	0	0	0	2	0	0	0	0	0	0
ASV229	0	0	0	0	0	0	0	0	0	0	0	0	14	110	0	195	0	20	4	45	139	36	0	37	208	234	85	0	0	0
ASV230	0	0	0	0	514	0	0	0	0	0	0	0	0	117	0	0	0	62	0	0	245	0	178	0	0	0	0	0	0	0
ASV231	0	0	0	811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	207	0	76	0
ASV232	0	0	0	77	0	0	0	67	55	0	0	0	0	0	0	0	0	0	0	0	56	295	0	0	0	359	201	0	0	0
ASV233	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	18	0	0	0	0	0	0	0	140	0	0	920
ASV234	0	0	0	0	0	0	0	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	191	0	0	11	16	0
ASV235	73	194	6	11	241	216	195	0	1	0	5	14	0	0	36	91	15	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV236	0	0	347	0	1	0	158	75	59	0	0	0	7	0	0	0	0	58	24	0	0	0	0	36	0	0	0	267	65	0
ASV237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	114	0	0	83	190	641	0	0	0
ASV238	0	0	87	0	0	0	0	171	241	0	0	0	71	106	0	134	0	60	51	0	0	0	0	6	0	0	0	163	0	0
ASV239	0	173	0	0	66	0	0	0	0	0	14	0	0	114	28	237	16	0	9	145	2	25	0	0	22	0	233	0	0	0
ASV240	0	0	0	0	433	321	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0
ASV241	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	26	128	0	15	105	0	0	123	242	37	0	348	0
ASV242	0	0	0	495	0	0	0	0	104	0	0	0	0	0	436	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0
ASV243	0	0	0	0	0	0	0	0	0	0	0	209	0	182	676	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ASV244	1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV245	0	0	0	0	0	0	0	0	0	0	0	43	85	0	80	0	0	41	0	0	135	253	0	0	39	387	0	0	0	0
ASV246	0	0	0	0	0	0	0	0	1060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV247	105	134	36	26	306	124	162	5	11	0	19	10	0	0	38	37	20	0	0	19	0	0	0	0	0	0	0	0	0	0
ASV248	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	746	0	273	0	0	0	0	0	0	0	10	0	0	0
ASV249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1033
ASV250	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	67	105	220	87	0	413	0	0	47	0
ASV251	0	0	0	0	0	0	0	0	86	0	0	0	26	0	0	0	0	903	12	0	0	0	0	0	0	0	0	0	0	0
ASV252	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	876
ASV253	0	0	0	0	0	0	0	122	0	0	75	174	41	0	0	23	110	14	27	0	57	6	0	0	131	157	78	0	0	0
ASV254	0	0	0	0	0	0	0	0	0	0	64	122	0	1	104	43	56	0	0	0	36	30	0	0	110	95	347	0	0	0
ASV255	0	0	0	0	1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV256	0	0	282	6	0	0	0	69	10	0	0	181	0	0	0	130	0	15	0	0	0	0	0	0	63	98	0	0	149	0
ASV257	0	0	0	0	0	0	0	0	0	0	0	0	61	22	0	0	0	20	0	0	12	29	10	40	0	0	808	0	0	0
ASV258	0	0	0	0	0	0	0	0	0	0	0	0	279	611	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0
ASV259	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	950	0	0	0	0	0	0	0	0	0	0	0	0
ASV260	0	0	0	35	83	0	147	82	544	0	0	0	0	0	71	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0
ASV261	0	0	0	0	0	0	0	0	0	0	9	0	151	83	0	0	0	94	118	0	3	0	0	12	3	100	0	98	321	0
ASV262	0	238	0	0	0	0	0	0	0	615	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV263	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	18	0	0	0	550	64	343	0	0	0
ASV264	0	0	0	0	0	0	0	0	0	0	162	64	132	32	65	0	0	34	49	0	48	42	0	0	167	0	191	0	0	0
ASV265	242	0	0	0	408	0	105	0	0	0	0	0	0	0	36	0	0	0	0	0	20	0	0	14	0	0	0	148	0	0
ASV266	0	0	52	0	0	0	0	0	0	0	0	0	41	0	0	0	0	29	0	0	65	131	0	0	97	101	456	0	0	0
ASV267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965	0	0	0
ASV268	0	424	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	2	0	0	104	309	0	0	0	0	0	0	0	0
ASV269	1	0	393	0	0	497	0	0	5	0	0	0	0	26	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0
ASV270	0	0	0	0	0	0	0	0	953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV271	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	401	124	0	0	0	300	0	0	0	0
ASV272	0	0	0	0	0	0	0	188	27	0	16	0	0	0	0	279	0	0	0	0	0	37	0	0	0	0	0	323	62	0
ASV273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	932	0	0
ASV274	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	4	0	0	0	0	0	0	0	0	0	851	0	0
ASV275	0	0	0	0	455	0	111	0	0	0	0	0	0	0	0	0	0	5	0	0	0	68	0	0	0	0	41	245	0	0
ASV276	0	0	58	28	0	0	0	48	96	0	0	0	0	306	0	0	32	31	137	0	30	0	0	0	157	0	0	0	0	0
ASV277	0	0	0	0	0	0	0	0	0	0	79	0	0	0	415	254	171	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	598	0	0	0	0
ASV279	0	0	0	0	0	0	0	0	0	0	120	237	31	0	0	0	224	0	0	284	15	2	0	0	0	4	0	0	0	0
ASV280	306	0	0	26	0	0	0	0	0	0	0	0	0	18	0	0	0	11	66	0	12	0	0	14	0	389	0	72	0	0
ASV281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	905	9	0	0	0	0	0	0	0	0	0	0	0
ASV282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	86	0	0	0	159	0	0	0	578	0	0	0	0	0
ASV283	0	0	109	0	0	0	0	349	0	0	0	0	0	63	0	0	0	0	0	0	46	0	0	0	232	0	103	0	0	0
ASV284	0	0	0	0	0	0	0	0	0	0	0	214	0	181	2	0	0	9	0	0	0	0	0	0	59	0	0	0	436	0
ASV285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	65	0	0	510	74	234	0	0	0
ASV286	0	0	191	0	0	0	137	0	0	176	0	0	0	0	0	105	0	0	0	241	48	0	0	0	0	0	0	0	0	0
ASV287	0	0	154	0	0	0	0	73	0	0	62	0	34	0	0	0	0	15	10	0	20	0	39	6	121	81	0	0	0	280
ASV288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	77	0	0	0	224	0	0	0	573
ASV289	205	236	64	0	0	0	0	0	0	0	249	0	21	0	0	84	0	0	30	0	0	0	0	0	0	0	0	0	0	0
ASV290	173	170	0	0	65	190	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV291	0	0	3	43	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	19	800	0
ASV292	0	0	0	34	0	0	0	387	63	0	29	0	0	7	0	0	60	0	0	0	79	119	0	0	0	105	0	0	0	0
ASV293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	623	0	0	0
ASV294	27	144	0	17	17	26	113	0	0	14	9	48	0	0	20	189	28	0	0	225	0	0	0	0	0	0	0	0	0	0
ASV295	211	100	0	0	167	280	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV296	0	0	32	62	0	0	0	26	67	0	0	0	0	12	0	163	0	7	0	37	22	0	0	0	55	0	0	121	91	179
ASV297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	388	405	0	0	0
ASV298	0	0	0	0	0	0	0	729	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	871
ASV300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	866
ASV301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	861	0	0	0	0	0
ASV302	0	0	0	0	0	0	0	0	0	0	0	0	857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV303	0	0	0	0	0	0	0	6	0	0	36	194	24	0	0	145	0	0	0	0	25	61	46	0	0	0	316	0	0	0
ASV304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	847	0	0	0
ASV305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	132	0	0	217	248	0	0	0	0
ASV306	618	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	101	0	0	0	0
ASV307	72	0	0	0	129	0	0	0	0	0	12	54	0	0	94	417	0	0	0	0	10	0	0	0	53	0	0	0	0	0
ASV308	0	0	0	0	0	0	0	0	0	0	0	0	100	444	0	0	174	0	123	0	0	0	0	0	0	0	0	0	0	0
ASV309	0	0	588	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	144	5	0	0	0	0	0	0	0
ASV310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	16	0	0	0	0	116	148	0	0	257	284	0	0	0	0
ASV311	0	0	0	0	792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0
ASV312	0	0	0	0	0	0	0	656	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0
ASV313	124	0	211	148	0	0	0	65	115	0	0	40	0	0	0	0	119	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	52	82	280	0	39	278
ASV315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	824	0	0
ASV316	0	0	0	822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV317	0	0	0	0	0	0	0	0	0	0	90	0	43	0	0	0	0	0	0	0	35	16	0	13	227	308	0	0	76	0
ASV318	161	267	0	0	73	110	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV319	0	0	0	0	0	0	0	64	0	0	0	0	361	0	0	0	0	39	0	0	90	0	0	0	82	0	0	170	0	0
ASV320	0	0	41	0	0	0	0	0	27	0	33	388	0	21	0	0	0	0	24	0	0	0	0	0	0	0	0	0	271	0
ASV321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	10	0	0	83	0	544	0
ASV322	359	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	16	55	99	0	0	0	0	198	71	0
ASV323	0	0	0	0	0	0	0	0	0	0	0	0	703	0	0	0	0	0	13	0	0	87	0	0	0	0	0	0	0	0
ASV324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	556	0	0	157	0	0
ASV325	0	0	0	0	284	0	0	0	0	0	0	193	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV326	0	0	0	0	618	0	0	0	0	0	0	0	67	0	0	0	0	12	0	0	0	102	0	0	0	0	0	0	0	0
ASV327	82	0	0	0	158	0	0	0	75	0	26	0	0	0	13	85	29	0	0	0	56	86	0	0	76	0	86	0	0	24
ASV328	0	115	0	0	0	111	0	85	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	137	0	0	185	157	0
ASV329	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	64	0	0	0	33	0	0	0	573	0
ASV330	0	150	0	0	0	0	0	0	0	0	0	0	18	19	162	0	66	10	0	0	0	0	0	0	0	368	0	0	0	0
ASV331	0	0	0	0	0	0	0	0	0	0	0	793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	791	0	0	0	0
ASV333	0	0	0	0	0	0	0	699	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0
ASV334	80	46	10	29	156	120	161	32	7	0	21	15	0	0	43	52	15	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV335	374	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV336	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667
ASV337	463	182	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV338	0	0	0	0	0	771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV339	0	0	252	230	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0
ASV340	0	0	0	0	0	0	0	0	0	0	32	0	612	0	0	0	0	8	24	0	49	45	0	0	0	0	0	0	0	0
ASV341	0	0	148	0	0	0	0	0	0	0	41	0	0	0	172	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV342	0	0	264	0	0	0	0	293	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV343	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	67	15	0	0	0	231	409	0	0	0
ASV344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	754	0	0	0	0	0	0	0	0	0	0	0	0
ASV345	0	0	0	0	609	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV346	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	256	0	167	0	0	271	0	54	0	0	0
ASV347	0	0	82	59	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	6	181	0	0	60	279	0
ASV348	0	0	0	0	0	0	0	0	137	0	61	88	0	0	256	109	35	1	0	0	11	52	0	0	0	0	0	0	0	0
ASV349	0	0	158	343	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	14	0
ASV350	0	0	235	0	0	0	0	0	0	0	0	79	12	14	0	0	0	0	0	0	65	0	0	0	0	0	0	294	48	0
ASV351	353	0	0	0	0	0	0	0	0	0	0	151	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV352	0	0	0	47	0	0	0	87	134	0	0	0	3	40	162	0	56	0	19	0	17	69	20	0	47	41	0	0	0	0
ASV353	0	0	0	0	0	0	0	0	0	0	19	0	12	456	0	0	36	0	159	0	56	0	0	0	0	0	0	0	0	0
ASV354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	738	0	0	0	0	0
ASV355	169	93	0	0	78	173	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV356	736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV357	0	0	166	0	0	0	0	0	35	0	0	0	10	25	0	0	51	6	0	0	41	51	0	0	87	52	209	0	0	0
ASV358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	729	0	0	0	0	0
ASV359	51	309	0	0	140	22	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV360	0	0	0	0	0	0	0	88	0	0	46	65	23	0	18	228	68	19	0	117	0	13	0	0	0	0	42	0	0	0
ASV361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727	0	0	0
ASV362	0	0	0	31	0	0	0	0	0	0	30	0	54	289	0	0	7	93	77	0	36	0	0	15	0	94	0	0	0	0
ASV363	0	0	0	159	0	0	0	91	61	0	0	89	0	16	175	0	0	0	16	0	21	0	15	0	0	83	0	0	0	0
ASV364	0	0	155	138	0	0	0	0	0	405	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	365	0	103	167	0	0
ASV366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	721
ASV367	0	0	0	0	0	0	0	0	720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	712	0	0	0	0
ASV369	0	0	0	0	0	715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV370	215	0	44	0	0	0	0	234	54	69	0	0	0	0	0	0	69	0	0	0	26	0	0	0	0	0	0	0	0	0
ASV371	0	0	0	155	0	0	0	0	0	0	0	0	20	412	0	0	0	66	40	0	0	0	18	0	0	0	0	0	0	0
ASV372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	60	0	0	55	433	0	0	0	0
ASV373	0	0	0	0	0	0	0	0	0	367	0	0	0	19	122	189	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	706
ASV375	0	0	52	58	0	0	0	60	98	0	49	78	0	12	64	103	0	0	15	0	13	0	0	0	49	41	11	0	0	0
ASV376	0	0	50	0	0	0	0	0	0	451	0	0	10	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV377	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV378	512	0	0	0	0	0	0	0	0	0	36	0	15	47	0	0	0	0	0	0	62	24	0	0	0	0	0	0	0	0
ASV379	0	0	174	130	0	0	0	176	163	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV380	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	380	0	0	0	1	49	71	0	0	0	71	0	0	0	0
ASV381	0	0	118	0	0	0	0	0	22	0	24	0	20	0	70	0	40	19	0	287	0	0	0	0	0	0	87	0	0	0
ASV382	0	0	202	128	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	551	0	0	0	104	0
ASV384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685
ASV385	0	0	0	0	0	0	0	0	0	0	36	0	139	0	0	0	0	0	6	0	0	254	0	0	0	0	249	0	0	0
ASV386	0	0	0	0	0	0	0	0	0	0	70	0	0	0	142	339	0	0	21	0	0	0	0	0	0	109	0	0	0	0
ASV387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681	0	0	0	0
ASV388	0	0	0	0	0	0	0	0	408	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0
ASV389	109	109	0	10	97	104	174	0	0	0	0	12	0	0	37	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV390	0	0	0	0	0	0	0	0	0	0	0	0	8	35	0	163	0	0	0	0	5	20	0	4	0	263	180	0	0	0
ASV391	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	43	0	0	86	8	0	0	0	96	421	0	0	0
ASV392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	141	0	0	81	255	125	0	0	0
ASV393	0	0	0	61	0	0	0	0	0	0	0	0	10	33	68	0	0	0	20	0	25	54	0	0	0	0	69	0	330	0
ASV394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	319	0	0	0
ASV395	56	0	0	0	0	0	0	0	0	0	44	0	0	0	198	239	132	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV396	136	0	77	0	0	0	0	0	0	0	0	0	4	53	0	0	0	0	0	0	12	0	0	9	0	71	307	0	0	0
ASV397	187	0	0	0	0	381	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	80	0	0	36	0	366	1	108	0
ASV399	0	0	664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV400	0	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV401	0	0	0	0	0	631	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	118	178	0	0	0	0	0	126	0	0	0	0	0	0	0
ASV403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	657	0	0	0	0	0
ASV404	0	0	0	220	0	0	0	0	0	0	54	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	217	0	0	0
ASV405	0	653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV406	0	0	0	0	0	0	0	0	0	0	14	0	0	0	173	150	0	0	21	0	11	0	0	0	0	0	100	76	108	0
ASV407	0	0	0	0	0	0	0	0	0	0	0	652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV408	0	0	0	0	0	0	0	0	0	0	70	137	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
ASV409	648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV410	0	0	0	38	0	0	0	71	0	0	0	0	20	133	0	0	0	0	12	0	136	17	0	8	0	68	0	63	78	0
ASV411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644	0	0	0	0	0	0	0	0	0
ASV412	153	0	0	0	0	0	0	0	0	0	0	0	75	1	96	101	0	0	95	0	0	7	0	0	0	0	112	0	0	0
ASV413	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	69	0	0	117	0	128	0	214	9	0	0	0	0	80	0
ASV414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	16	0	0	0	230	357	0	0	0
ASV415	0	0	0	0	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV416	30	85	0	0	134	54	0	0	0	0	64	159	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
